Respondent_ID,Survey_timestamp,Q1_Age_group,Q1a_Gender,Q2_City_tier,Q2a_State,Q3_Income_band,Q3_Income_num_lakhs,Q4_Planning_status,Q5_Education,Q5a_Occupation,Q_Decision_authority,Q_Tech_adoption,Q_Info_source,Q6_Wedding_type,Q7_Ceremony_count,Q8_Guest_count_est,Q8_Guest_count_band,Q10_Planning_horizon,Q11_Budget_num_lakhs,Q11_Budget_band,Q13_Alloc_check,Q14_Budget_overrun,Q15_Overrun_category,Q16_Price_assessment,Q17_Social_pressure_1to5,Q18_Emotional_triggers_count,Q19_Alert_recep_1to5,Q20_Financial_concern,Q22_Overcharge_perception,Q22a_Net_satisfaction_0to10,Q22b_NPS_proxy,Q24_WTP_band,Q24_WTP_monthly_INR,Q25_Platform_intent,Q26_Pipeline_stage,Q27_LTV_estimate_INR,Fund_Personal_savings,Fund_Personal_loan,Fund_Loan_against_property,Fund_Gold_liquidation,Fund_Relatives_contribution,Fund_Credit_card,Svc_Venue,Svc_Catering,Svc_Photography,Svc_Videography,Svc_Decoration_florals,Svc_Bridal_makeup,Svc_Wedding_planner,Svc_DJ_music,Svc_Invitation_design,Svc_Mehendi_artist,Svc_Bridal_wear,Svc_Jewellery_rental,Svc_Horse_baraat,Svc_Guest_accommodation,Alloc_Venue_Catering_pct,Alloc_Photography_pct,Alloc_Decoration_pct,Alloc_Bridal_wear_pct,Alloc_Entertainment_pct,Alloc_Planner_pct,Alloc_Invitations_pct,Alloc_Misc_pct,Emo_Fear_social_judgment,Emo_Impressing_guests,Emo_Parental_expectations,Emo_Sibling_comparison,Emo_Social_media_influence,Emo_Cultural_obligation,Emo_Once_in_lifetime_thinking,Emo_None_fully_rational,Sat_venue,Sat_catering,Sat_photography,Sat_decoration,Sat_overall,Vendor_prio_1,Vendor_prio_2,Vendor_prio_3,Bundle_Venue_Catering,Bundle_Photo_Video,Bundle_Decor_Mehendi,Bundle_Makeup_Bridal,Bundle_DJ_Band,Bundle_Planner_AllVendors,Bundle_Venue_Decor,Bundle_Photo_Makeup,FeatRating_PriceBenchmark,FeatRating_BudgetOptimiser,FeatRating_OverspendAlert,FeatRating_CostForecast,FeatRating_BundleDeals,FeatRating_PersonaProfile,Is_Outlier_Budget,FE_Budget_per_guest_INR,FE_Services_count,FE_Emotional_intensity,FE_Feature_score_avg,FE_Overrun_flag,FE_Income_budget_ratio,FE_Destination_flag,FE_High_social_pressure,FE_WTP_ordinal,FE_Customer_tier,ENC_Q1_Age_group,ENC_Q2_City_tier,ENC_Q5_Education,ENC_Q10_Planning_horizon,ENC_Q17_Social_pressure_1to5,ENC_Q25_Platform_intent,ENC_Q26_Pipeline_stage,NORM_Q3_Income_num_lakhs,NORM_Q11_Budget_num_lakhs,NORM_Q8_Guest_count_est,NORM_FE_Budget_per_guest_INR,NORM_FE_Feature_score_avg,NORM_Q22a_Net_satisfaction_0to10
SS1861,2024-10-26 20:00:00,25-30,Female,Tier 2,Others,10-20L,14.75,Parent planning child,Professional,Salaried private,Father primarily,Occasionally,Instagram/YouTube,Destination (within India),3,670,500-1000,6-12 months,112.12,>1Cr,99.9,Within budget,No overrun,Family/friend referral,4,2,3,Severe financial strain,Unable to assess,5.3,18,₹500-999/month,749,Maybe,Awareness,4891,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,40.0,14.2,9.0,16.9,7.3,8.3,0.5,3.7,0,0,1,0,0,1,0,1,8.0,6.3,6.0,5.4,6.4,Portfolio quality,Price/affordability,Experience,1,1,0,1,1,1,0,1,3.0,4.0,4.0,4.0,4.0,2.0,0,16734,10,2,3.5,0,7.601,1,1,3,Low-value,2,2,4,3,4,1,1,0.1059,0.2217,0.2285,0.0192,0.5,0.5319
SS1862,2024-10-26 20:20:00,18-24,Female,Tier 3/Rural,Bihar,5-10L,7.88,Parent planning child,Postgraduate,Salaried private,Bride primarily,"No, prefer manual",Hired planner,Traditional local,1,106,50-150,3-6 months,9.06,5-10L,100.2,Within budget,No overrun,Family/friend referral,2,1,4,Significant loan (1-3 years),"No, pricing was fair",8.9,63,Free only,0,Yes,Trial,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,36.0,15.9,15.4,18.9,4.3,0.0,6.0,3.7,0,0,0,0,0,0,1,1,8.9,5.9,6.4,6.3,8.6,Portfolio quality,Price/affordability,Package inclusions,1,1,1,0,1,1,1,0,4.0,3.0,3.0,4.0,2.0,2.0,0,8547,7,1,3.0,0,1.15,0,0,0,Non-customer,1,1,3,2,2,2,3,0.0472,0.014,0.0317,0.0096,0.3333,0.9149
SS1863,2024-10-26 20:40:00,45+,Female,Tier 3/Rural,Tamil Nadu,20-40L,31.27,Recently married (≤3y),Undergraduate,Salaried govt,Mixed family committee,Occasionally,Relatives & friends,Traditional local,3,569,500-1000,3-6 months,61.38,40-75L,100.0,Exceeded 0-10%,Bridal outfit/jewellery,Trusted without comparison,3,3,4,No concern — well within budget,"No, pricing was fair",5.4,11,<₹199/month,99,Maybe,Awareness,432,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,36.5,13.4,10.9,18.5,7.1,9.2,2.6,1.8,0,0,1,0,1,0,1,0,8.2,7.4,7.1,4.8,6.1,Brand reputation,Responsiveness,Package inclusions,1,1,1,1,1,0,1,0,3.0,4.0,4.0,3.0,4.0,4.0,0,10787,8,3,3.67,1,1.963,0,0,1,Low-value,5,1,2,2,3,1,1,0.247,0.1195,0.1932,0.0122,0.5567,0.5426
SS1864,2024-10-26 21:00:00,45+,Female,Tier 2,Delhi NCR,5-10L,8.18,Engaged (1-2y),Up to 12th,Salaried govt,Parents primarily,Occasionally,Instagram/YouTube,Destination (international),2,336,300-500,3-6 months,59.49,40-75L,100.1,Within budget,No overrun,Family/friend referral,2,1,4,No concern — well within budget,"No, got a great deal",8.4,52,₹200-499/month,349,Yes,Trial,12192,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,41.7,11.8,12.8,16.9,5.6,0.0,4.7,6.6,0,0,0,0,0,1,0,1,9.1,6.6,7.3,8.0,8.6,Brand reputation,Package inclusions,Portfolio quality,1,0,0,1,0,1,0,0,5.0,4.0,3.0,3.0,4.0,3.0,0,17705,8,1,3.67,0,7.273,1,0,2,Mid-value,5,2,1,2,2,2,3,0.0498,0.1157,0.112,0.0204,0.5567,0.8617
SS1865,2024-10-26 21:20:00,25-30,Male,Tier 1,Tamil Nadu,5-10L,7.79,Planning now (0-12m),Professional,Salaried govt,Parents primarily,"No, prefer manual",Relatives & friends,Traditional local,3,341,300-500,6-12 months,32.37,20-40L,100.0,Exceeded 10-25%,Bridal outfit/jewellery,Used wedding app/website,2,2,3,No concern — well within budget,"No, got a great deal",4.3,-17,<₹199/month,99,Yes,Retention,2411,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,36.3,10.6,14.2,14.3,8.5,7.6,3.5,5.0,0,0,1,0,0,0,1,0,7.9,6.4,5.9,5.4,5.0,Word of mouth,Price/affordability,Package inclusions,1,0,0,0,0,0,1,1,2.0,4.0,2.0,4.0,4.0,2.0,0,9493,10,2,3.0,1,4.155,0,0,1,Low-value,2,3,4,3,2,2,5,0.0465,0.061,0.1137,0.0107,0.3333,0.4255
SS1866,2024-10-26 21:40:00,31-36,Male,Tier 2,Karnataka,10-20L,15.22,Parent planning child,Undergraduate,Salaried govt,Couple jointly,"Yes, actively use finance apps",Wedding apps (WedMeGood etc.),Destination (within India),4,1414,1000+,6-12 months,97.91,75L-1Cr,100.0,Within budget,No overrun,Used wedding app/website,3,3,3,Significant loan (1-3 years),"Yes, slightly overcharged",4.8,-7,₹500-999/month,749,Yes,Trial,16525,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,38.2,11.0,11.7,23.9,7.2,0.1,1.2,6.7,1,0,0,1,1,0,0,0,4.6,7.0,6.2,4.5,5.9,Brand reputation,Portfolio quality,Word of mouth,1,1,0,1,1,0,1,1,3.0,4.0,4.0,4.0,5.0,3.0,0,6924,9,3,3.83,0,6.433,1,0,3,Mid-value,3,2,2,3,3,2,3,0.1099,0.1931,0.488,0.0077,0.61,0.4787
SS1867,2024-10-26 22:00:00,18-24,Female,Tier 1,Karnataka,10-20L,14.22,Engaged (1-2y),Up to 12th,Freelancer,Couple jointly,Occasionally,Instagram/YouTube,Destination (within India),5,1147,1000+,6-12 months,81.02,75L-1Cr,100.0,Still planning,,Family/friend referral,3,2,3,Significant loan (1-3 years),"Yes, significantly overcharged",5.5,3,<₹199/month,99,Maybe,Awareness,1011,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,42.9,10.7,5.6,21.2,2.9,9.0,0.4,7.3,1,0,1,0,0,0,0,1,4.0,6.4,5.4,4.6,6.1,Word of mouth,Portfolio quality,Price/affordability,1,0,1,1,1,0,0,1,4.0,2.0,4.0,4.0,3.0,3.0,0,7064,11,2,3.33,1,5.698,1,0,1,Low-value,1,3,1,3,3,1,1,0.1014,0.159,0.3948,0.0078,0.4433,0.5532
SS1868,2024-10-26 22:20:00,25-30,Male,Tier 3/Rural,Tamil Nadu,20-40L,32.3,Engaged (1-2y),Professional,Student,Couple jointly,"No, prefer manual",WhatsApp family groups,Traditional local,4,689,500-1000,6-12 months,48.71,40-75L,99.9,Exceeded 25-50%,Guest list expansion,Family/friend referral,1,1,4,Severe financial strain,"Yes, significantly overcharged",5.9,10,₹500-999/month,749,Yes,Conversion,21164,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,48.8,14.1,9.9,16.2,1.2,0.0,5.7,4.0,0,1,0,0,0,0,0,0,6.0,5.9,6.1,6.0,5.6,Word of mouth,Package inclusions,Responsiveness,1,1,1,0,0,1,1,1,3.0,3.0,4.0,5.0,2.0,3.0,0,7070,6,1,3.33,1,1.508,0,0,3,High-value,2,1,4,3,1,2,4,0.2558,0.0939,0.2351,0.0079,0.4433,0.5957
SS1869,2024-10-26 22:40:00,31-36,Female,Tier 3/Rural,Maharashtra,20-40L,30.0,Parent planning child,Undergraduate,Salaried govt,Bride primarily,"No, prefer manual",Mixed sources,Destination (international),4,561,500-1000,6-12 months,120.0,>1Cr,100.1,Exceeded 0-10%,Venue/catering upgrade,Compared 3+ quotes,4,3,3,Minor debt (<6 months),"Yes, slightly overcharged",5.2,17,<₹199/month,99,Yes,Conversion,3121,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,36.8,14.1,17.8,13.7,7.5,1.2,4.1,4.9,0,1,0,1,1,0,0,0,6.5,6.1,5.9,6.7,6.5,Package inclusions,Online reviews,Responsiveness,0,1,1,1,1,1,1,1,4.0,4.0,3.0,4.0,2.0,3.0,0,21390,11,3,3.33,1,4.0,1,1,1,Low-value,3,1,2,3,4,2,4,0.2361,0.2376,0.1904,0.0247,0.4433,0.5213
SS1870,2024-10-26 23:00:00,25-30,Female,Tier 1,Punjab,5-10L,8.13,Planning now (0-12m),Postgraduate,Self-employed/Business,Bride primarily,"Yes, actively use finance apps",Instagram/YouTube,Traditional local,2,2110,1000+,>12 months,472.42,>1Cr,100.0,Exceeded >50%,Venue/catering upgrade,Compared 3+ quotes,4,3,4,Minor debt (<6 months),"No, pricing was fair",5.4,21,₹200-499/month,349,Yes,Trial,10728,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,50.6,9.6,7.0,18.8,7.9,0.0,3.8,2.3,1,1,0,0,0,0,1,0,6.8,6.3,7.5,7.6,6.5,Experience,Online reviews,Package inclusions,1,1,0,1,0,0,1,1,5.0,4.0,5.0,5.0,5.0,5.0,1,22390,10,3,4.83,1,58.108,0,1,2,Mid-value,2,3,3,4,4,2,3,0.0494,0.9477,0.7307,0.0259,0.9433,0.5426
SS1871,2024-10-26 23:20:00,45+,Female,Tier 2,Maharashtra,5-10L,8.18,Planning now (0-12m),Postgraduate,Homemaker,Bride primarily,"No, prefer manual",Instagram/YouTube,Destination (within India),1,340,300-500,6-12 months,33.8,20-40L,100.1,Within budget,No overrun,Used wedding app/website,3,3,3,No concern — well within budget,"Yes, slightly overcharged",3.3,-18,₹200-499/month,349,Maybe,Awareness,3972,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,35.1,11.5,9.3,19.4,8.4,9.0,3.3,4.1,0,0,0,0,1,1,1,0,5.2,5.3,7.0,5.2,4.7,Portfolio quality,Price/affordability,Experience,0,0,1,0,1,1,1,0,4.0,3.0,3.0,3.0,2.0,5.0,0,9941,8,3,3.33,0,4.132,1,0,2,Low-value,5,2,3,3,3,1,1,0.0498,0.0639,0.1134,0.0112,0.4433,0.3191
SS1872,2024-10-26 23:40:00,25-30,Female,Tier 1,Gujarat,10-20L,15.92,Recently married (≤3y),Undergraduate,Self-employed/Business,Bride primarily,Occasionally,Hired planner,Destination (within India),4,944,500-1000,3-6 months,120.0,>1Cr,100.1,Exceeded 25-50%,Family pressure,Family/friend referral,4,2,3,Minor debt (<6 months),"No, got a great deal",4.8,-1,Free only,0,Maybe,Awareness,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,41.4,11.1,10.2,17.5,5.7,2.9,4.2,7.1,0,0,0,0,1,0,1,1,5.9,7.1,7.0,6.8,6.3,Word of mouth,Online reviews,Responsiveness,1,1,1,1,0,1,1,1,5.0,2.0,4.0,4.0,4.0,3.0,0,12712,11,2,3.67,1,7.538,1,1,0,Non-customer,2,3,2,2,4,1,1,0.1159,0.2376,0.324,0.0145,0.5567,0.4787
SS1873,2024-10-27 00:00:00,31-36,Male,Tier 2,Delhi NCR,20-40L,29.29,Considering (2-4y),Up to 12th,Salaried private,Couple jointly,Occasionally,Hired planner,Intimate (<100 guests),4,68,50-150,6-12 months,79.41,75L-1Cr,100.1,Exceeded 0-10%,Venue/catering upgrade,Compared 3+ quotes,3,3,4,Significant loan (1-3 years),"Yes, slightly overcharged",4.9,-3,<₹199/month,99,Yes,Conversion,2595,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,37.6,16.3,15.5,14.5,6.8,0.7,5.1,3.6,0,0,1,1,1,0,0,0,4.3,4.9,5.3,4.5,6.2,Responsiveness,Experience,Portfolio quality,1,1,0,1,1,1,1,1,4.0,1.0,2.0,4.0,2.0,3.0,0,116779,8,3,2.67,1,2.711,0,0,1,Low-value,3,2,1,3,3,2,4,0.2301,0.1558,0.0185,0.1368,0.2233,0.4894
SS1874,2024-10-27 00:20:00,31-36,Male,Tier 2,Punjab,20-40L,31.21,Parent planning child,Professional,Salaried private,Parents primarily,Occasionally,Mixed sources,Grand (500+ guests),3,1092,1000+,6-12 months,53.7,40-75L,99.9,Exceeded 25-50%,Venue/catering upgrade,Used wedding app/website,5,3,2,No concern — well within budget,"Yes, significantly overcharged",3.6,-19,<₹199/month,99,Maybe,Consideration,738,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,42.6,11.4,9.3,15.9,8.6,2.6,3.4,6.1,1,1,1,0,0,0,0,0,5.0,4.3,3.9,4.2,4.7,Responsiveness,Online reviews,Word of mouth,0,1,1,1,0,0,0,1,4.0,4.0,4.0,3.0,2.0,3.0,0,4918,9,3,3.33,1,1.721,0,1,1,Low-value,3,2,4,3,5,1,2,0.2465,0.104,0.3757,0.0053,0.4433,0.3511
SS1875,2024-10-27 00:40:00,25-30,Female,Tier 1,West Bengal,<5L,2.87,Engaged (1-2y),Postgraduate,Salaried private,Couple jointly,"Yes, actively use finance apps",Relatives & friends,Traditional local,1,177,150-300,3-6 months,17.42,10-20L,100.1,Exceeded 10-25%,Venue/catering upgrade,Used wedding app/website,3,3,3,Severe financial strain,"Yes, slightly overcharged",6.7,30,One-time ₹999,999,Yes,Retention,23315,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,42.2,10.0,17.2,13.6,6.9,2.4,3.2,4.6,1,1,0,0,0,0,1,0,8.0,5.0,7.5,6.3,6.9,Online reviews,Responsiveness,Package inclusions,0,0,0,1,0,1,1,0,2.0,2.0,4.0,1.0,1.0,4.0,0,9842,4,3,2.33,1,6.07,0,0,2,High-value,2,3,3,2,3,2,5,0.0044,0.0309,0.0565,0.0111,0.11,0.6809
SS1876,2024-10-27 01:00:00,31-36,Female,Tier 2,Punjab,<5L,2.76,Engaged (1-2y),Postgraduate,Salaried govt,Bride primarily,"Yes, actively use finance apps",Hired planner,Traditional local,2,56,50-150,>12 months,6.74,5-10L,100.0,Exceeded 25-50%,Family pressure,Checked online reviews,3,3,4,Severe financial strain,"No, pricing was fair",5.0,-1,₹200-499/month,349,Maybe,Consideration,2927,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,40.2,11.4,7.5,23.1,7.0,0.6,3.4,6.8,0,1,0,1,0,0,1,0,5.7,7.1,5.5,8.1,6.0,Portfolio quality,Experience,Word of mouth,0,0,1,0,1,0,1,0,3.0,3.0,4.0,3.0,3.0,3.0,0,12036,8,3,3.17,1,2.442,0,0,2,Low-value,3,2,3,4,3,1,2,0.0035,0.0094,0.0143,0.0137,0.39,0.5
SS1877,2024-10-27 01:20:00,31-36,Female,Tier 1,Uttar Pradesh,10-20L,11.59,Planning now (0-12m),Professional,Other,Parents primarily,"No, prefer manual",WhatsApp family groups,Intimate (<100 guests),2,77,50-150,6-12 months,36.29,20-40L,100.0,Exceeded 10-25%,Guest list expansion,Compared 3+ quotes,5,2,3,No concern — well within budget,"No, got a great deal",7.3,48,One-time ₹999,999,Yes,Trial,22145,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,38.5,12.8,12.9,15.5,6.2,4.9,5.7,3.5,1,1,0,0,0,0,0,1,5.6,5.8,6.4,4.2,8.0,Package inclusions,Word of mouth,Brand reputation,1,1,0,0,0,0,0,0,3.0,3.0,4.0,4.0,1.0,5.0,0,47130,6,2,3.33,1,3.131,0,1,2,High-value,3,3,4,3,5,2,3,0.0789,0.0689,0.0216,0.0549,0.4433,0.7447
SS1878,2024-10-27 01:40:00,31-36,Male,Tier 2,Others,10-20L,15.29,Considering (2-4y),Up to 12th,Self-employed/Business,Parents primarily,"No, prefer manual",Relatives & friends,Destination (within India),3,1369,1000+,3-6 months,83.38,75L-1Cr,99.9,Exceeded 0-10%,Family pressure,Family/friend referral,2,2,3,No concern — well within budget,"No, pricing was fair",6.8,27,₹500-999/month,749,Maybe,Consideration,6911,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,43.2,11.6,4.8,14.7,5.2,8.4,5.1,6.9,0,0,0,0,0,1,1,0,6.8,6.8,7.2,6.4,7.6,Package inclusions,Word of mouth,Online reviews,1,0,0,1,0,0,1,1,3.0,2.0,4.0,3.0,3.0,5.0,0,6091,9,2,3.33,1,5.453,1,0,3,Mid-value,3,2,1,2,2,1,2,0.1105,0.1638,0.4723,0.0067,0.4433,0.6915
SS1879,2024-10-27 02:00:00,45+,Male,Tier 3/Rural,Uttar Pradesh,20-40L,30.25,Planning now (0-12m),Postgraduate,Salaried govt,Father primarily,Occasionally,WhatsApp family groups,Intimate (<100 guests),3,114,50-150,>12 months,42.7,40-75L,100.0,Exceeded 10-25%,Venue/catering upgrade,Used wedding app/website,2,2,3,Minor debt (<6 months),"No, got a great deal",7.6,45,One-time ₹999,999,No,Churned,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,40.2,17.1,7.9,13.7,9.3,2.0,3.8,6.0,0,0,0,0,1,1,0,0,8.4,6.4,8.1,8.5,7.5,Price/affordability,Package inclusions,Online reviews,1,0,1,0,0,1,1,0,2.0,4.0,4.0,4.0,4.0,5.0,0,37456,8,2,3.83,1,1.412,0,0,2,Non-customer,5,1,3,4,2,0,0,0.2383,0.0818,0.0345,0.0436,0.61,0.7766
SS1880,2024-10-27 02:20:00,25-30,Male,Tier 2,Tamil Nadu,20-40L,34.08,Planning now (0-12m),Postgraduate,Self-employed/Business,Bride primarily,"Yes, actively use finance apps",Mixed sources,Traditional local,4,1117,1000+,<3 months,120.0,>1Cr,99.9,Exceeded 0-10%,Guest list expansion,Family/friend referral,3,3,3,Minor debt (<6 months),Unable to assess,7.3,49,<₹199/month,99,Maybe,Trial,990,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,34.2,12.0,14.2,20.9,6.9,1.2,4.1,6.4,0,1,0,1,0,1,0,0,5.5,7.5,8.4,3.9,8.0,Brand reputation,Online reviews,Price/affordability,1,1,1,1,0,1,1,1,4.0,4.0,2.0,4.0,5.0,3.0,0,10743,10,3,3.67,1,3.521,0,0,1,Low-value,2,2,3,1,3,1,3,0.271,0.2376,0.3844,0.0122,0.5567,0.7447
SS1881,2024-10-27 02:40:00,25-30,Male,Tier 2,West Bengal,5-10L,6.92,Parent planning child,Postgraduate,Salaried private,Parents primarily,"Yes, actively use finance apps",Relatives & friends,Traditional local,3,247,150-300,6-12 months,22.74,20-40L,100.1,Exceeded 10-25%,Bridal outfit/jewellery,Used wedding app/website,4,3,3,No concern — well within budget,Unable to assess,4.5,-15,Free only,0,No,Awareness,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,39.7,11.3,7.5,20.5,5.5,1.0,7.1,7.5,0,0,0,1,0,1,1,0,5.9,6.2,5.8,4.5,5.0,Online reviews,Brand reputation,Portfolio quality,1,1,1,0,0,1,1,0,5.0,3.0,3.0,2.0,2.0,2.0,0,9206,5,3,2.83,1,3.286,0,1,0,Non-customer,2,2,3,3,4,0,1,0.039,0.0416,0.0809,0.0104,0.2767,0.4468
SS1882,2024-10-27 03:00:00,31-36,Female,Tier 1,Tamil Nadu,5-10L,6.92,Engaged (1-2y),Doctoral,Salaried govt,Bride primarily,"No, prefer manual",Relatives & friends,Destination (within India),2,351,300-500,3-6 months,57.6,40-75L,99.9,Still planning,Photography upgrade,Checked online reviews,3,2,3,Minor debt (<6 months),,4.3,-1,₹200-499/month,349,Yes,Trial,11950,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,38.9,12.2,13.5,21.7,2.1,1.8,5.9,3.8,0,0,1,1,0,0,0,1,7.4,4.3,6.4,4.9,5.1,Package inclusions,Responsiveness,Brand reputation,1,1,1,1,1,0,0,1,3.0,3.0,2.0,3.0,4.0,2.0,0,16410,8,2,2.83,1,8.324,1,0,2,Mid-value,3,3,5,2,3,2,3,0.039,0.1118,0.1172,0.0188,0.2767,0.4255
SS1883,2024-10-27 03:20:00,18-24,Female,Tier 2,Delhi NCR,20-40L,28.64,Considering (2-4y),Postgraduate,Self-employed/Business,Father primarily,"No, prefer manual",Wedding apps (WedMeGood etc.),Intimate (<100 guests),2,87,50-150,3-6 months,42.77,40-75L,100.0,Exceeded 0-10%,Venue/catering upgrade,Compared 3+ quotes,3,2,1,No concern — well within budget,"No, pricing was fair",4.9,-18,₹1000+/month,1200,Yes,Consideration,35398,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,32.7,20.4,13.0,12.8,8.4,1.7,5.1,5.9,1,0,0,0,1,0,0,1,7.3,7.9,6.3,6.6,6.3,Online reviews,Package inclusions,Responsiveness,1,0,1,1,0,1,1,0,4.0,3.0,4.0,2.0,3.0,3.0,0,49161,7,2,3.17,1,1.493,0,0,4,High-value,1,2,3,2,3,2,2,0.2245,0.082,0.0251,0.0573,0.39,0.4894
SS1884,2024-10-27 03:40:00,25-30,Female,Tier 3/Rural,West Bengal,40-75L,61.62,Planning now (0-12m),Up to 12th,Homemaker,Couple jointly,"Yes, actively use finance apps",Wedding apps (WedMeGood etc.),Traditional local,5,1477,1000+,3-6 months,120.0,>1Cr,99.9,Exceeded 0-10%,Bridal outfit/jewellery,Used wedding app/website,4,3,4,No concern — well within budget,"No, pricing was fair",4.8,4,₹200-499/month,349,Maybe,Consideration,2211,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,35.4,16.5,14.6,14.7,9.8,0.0,3.3,5.6,1,1,0,0,0,1,0,0,6.9,5.6,6.5,7.8,5.9,Online reviews,Responsiveness,Price/affordability,1,0,1,0,0,1,0,0,3.0,3.0,2.0,3.0,4.0,4.0,0,8125,10,3,3.17,1,1.947,0,1,2,Low-value,2,1,1,2,4,1,2,0.5061,0.2376,0.5099,0.0091,0.39,0.4787
SS1885,2024-10-27 04:00:00,25-30,Female,Tier 2,Karnataka,20-40L,30.45,Engaged (1-2y),Up to 12th,Self-employed/Business,Father primarily,Occasionally,Instagram/YouTube,Grand (500+ guests),4,1551,1000+,>12 months,120.0,>1Cr,100.0,Exceeded 25-50%,Bridal outfit/jewellery,Compared 3+ quotes,4,3,3,Significant loan (1-3 years),"No, pricing was fair",7.1,43,Free only,0,Maybe,Consideration,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,41.6,9.7,14.6,15.6,9.1,1.1,5.2,3.1,0,1,1,0,1,0,0,0,5.2,6.5,6.2,7.0,7.1,Portfolio quality,Brand reputation,Price/affordability,0,1,0,1,0,0,1,1,5.0,3.0,3.0,2.0,2.0,3.0,0,7737,11,3,3.0,1,3.941,0,1,0,Non-customer,2,2,1,4,4,1,2,0.24,0.2376,0.5358,0.0086,0.3333,0.7234
SS1886,2024-10-27 04:20:00,45+,Female,Tier 1,Maharashtra,40-75L,59.85,Engaged (1-2y),Up to 12th,Freelancer,Couple jointly,"Yes, actively use finance apps",Relatives & friends,Intimate (<100 guests),5,28,<50,>12 months,93.4,75L-1Cr,100.1,Exceeded 10-25%,Last-min décor upgrade,Checked online reviews,4,2,5,Significant loan (1-3 years),"Yes, significantly overcharged",3.7,-26,Free only,0,Yes,Awareness,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,35.2,7.8,11.6,22.1,9.5,3.4,5.3,5.2,0,1,0,0,1,0,0,1,4.8,5.6,5.4,4.8,5.5,Responsiveness,Portfolio quality,Brand reputation,1,1,0,0,0,0,1,1,3.0,5.0,2.0,2.0,4.0,2.0,0,333571,9,2,3.0,1,1.561,0,1,0,Non-customer,5,3,1,4,4,2,1,0.491,0.184,0.0045,0.3916,0.3333,0.3617
SS1887,2024-10-27 04:40:00,25-30,Female,Tier 2,Delhi NCR,10-20L,14.21,Planning now (0-12m),Professional,Student,Couple jointly,"No, prefer manual",WhatsApp family groups,Grand (500+ guests),4,878,500-1000,>12 months,37.77,20-40L,100.0,Exceeded 25-50%,Family pressure,Used wedding app/website,3,3,2,Significant loan (1-3 years),"No, pricing was fair",5.2,13,Free only,0,Yes,Conversion,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,38.9,13.9,10.2,16.9,5.0,5.3,6.1,3.7,0,1,0,0,0,1,1,0,6.8,6.6,5.4,8.0,5.5,Responsiveness,Brand reputation,Portfolio quality,1,1,1,0,1,0,0,0,5.0,2.0,3.0,5.0,5.0,3.0,0,4302,7,3,3.83,1,2.658,0,0,0,Non-customer,2,2,4,4,3,2,4,0.1013,0.0719,0.301,0.0046,0.61,0.5213
